"term","name","family"
"unease","Middle English","Indo-European"
"uneasy","Middle English","Indo-European"
"uneath","Middle English","Indo-European"
"unendly","Middle English","Indo-European"
"unequal","Middle English","Indo-European"
"unespied","Middle English","Indo-European"
"uneven","Middle English","Indo-European"
"unevenness","Middle English","Indo-European"
"unexcepted","Indo-European","Indo-European"
"unexpurgated","Indo-European","Indo-European"
"unfain","Middle English","Indo-European"
"unfair","Middle English","Indo-European"
"unfast","Middle English","Indo-European"
"unfeigned","Indo-European","Indo-European"
"unfeminism","Indo-European","Indo-European"
"unfilial","Indo-European","Indo-European"
"unfold","Middle English","Indo-European"
"unforget","Indo-European","Indo-European"
"unfriend","Middle English","Indo-European"
"unfriendliness","Dutch","Indo-European"
"unfriendly","Middle English","Indo-European"
"unfulfill","Middle English","Indo-European"
"unfull","Middle English","Indo-European"
"unfully","Middle English","Indo-European"
"ungain","Middle English","Indo-European"
"ungainly","Old Norse","Indo-European"
"Ungaro","Italian","Indo-European"
"ungathered","Middle English","Indo-European"
"unget","Middle English","Indo-European"
"ungiectomy","Latin","Indo-European"
"ungird","Middle English","Indo-European"
"unglove","Middle English","Indo-European"
"ungod","Dutch","Indo-European"
"ungodly","Indo-European","Indo-European"
"ungood","Middle English","Indo-European"
"ungoodly","Dutch","Indo-European"
"ungrab","Indo-European","Indo-European"
"ungreen","Middle English","Indo-European"
"ungual","Latin","Indo-European"
"ungueal","French","Indo-European"
"unguent","Indo-European","Indo-European"
"unguentarium","Latin","Indo-European"
"unguentary","Latin","Indo-European"
"unguical","Latin","Indo-European"
"unguicular","Latin","Indo-European"
"unguiferous","Latin","Indo-European"
"unguilting","Middle English","Indo-European"
"unguilty","Middle English","Indo-European"
"unguinous","Latin","Indo-European"
"unguis","Latin","Indo-European"
"ungula","Latin","Indo-European"
"ungulate","Latin","Indo-European"
"unguled","Latin","Indo-European"
"unguligrade","Late Latin","Indo-European"
"unheavily","Middle English","Indo-European"
"unheavy","Indo-European","Indo-European"
"unheimlich","German","Indo-European"
"unhele","Middle English","Indo-European"
"unhelp","Middle English","Indo-European"
"unhold","Middle English","Indo-European"
"unholpen","Middle English","Indo-European"
"unholy","Middle English","Indo-European"
"unhomeliness","Middle English","Indo-European"
"unhonest","Middle English","Indo-European"
"unhonestly","Middle English","Indo-European"
"unhonesty","Middle English","Indo-European"
"unhopeful","Middle English","Indo-European"
"unhorned","Middle English","Indo-European"
"unhorse","Middle English","Indo-European"
"unhungry","Middle English","Indo-European"
"uni","Japanese","Japonic"
"uni-","Latin","Indo-European"
"Uniat","Polish","Indo-European"
"unicameral","Latin","Indo-European"
"uniclinal","Indo-European","Indo-European"
"unicorn","Anglo-Norman","Indo-European"
"unicum","Latin","Indo-European"
"unification","French","Indo-European"
"uniform","Latin","Indo-European"
"uniformity","Late Latin","Indo-European"
"unify","Late Latin","Indo-European"
"unigeniture","Latin","Indo-European"
"Unigenitus","Latin","Indo-European"
"unigenous","Latin","Indo-European"
"unilateral","Old Latin","Indo-European"
"uninsertable","Indo-European","Indo-European"
"union","Middle French","Indo-European"
"Union of Soviet Socialist Republics","Russian","Indo-European"
"unique","French","Indo-European"
"unison","Middle French","Indo-European"
"Unitarian","Old Latin","Indo-European"
"unitary psychosis","German","Indo-European"
"unite","Latin","Indo-European"
"united","Middle French","Indo-European"
"unition","Latin","Indo-European"
"unitive","Latin","Indo-European"
"unity","Middle French","Indo-European"
"universal","Middle French","Indo-European"
"universality","Middle French","Indo-European"
"universally","Middle English","Indo-European"
"universe","Middle French","Indo-European"
"Universe","Middle French","Indo-European"
"university","Anglo-Norman","Indo-European"
"univocal","Late Latin","Indo-European"
"univocation","French","Indo-European"
"unke","German","Indo-European"
"unked","Middle English","Indo-European"
"unkempt","Middle English","Indo-European"
"unken","German","Indo-European"
"unkenreflex","German","Indo-European"
"unkind","Middle English","Indo-European"
"unkindness","Middle English","Indo-European"
"unknit","Middle English","Indo-European"
"unknown","Middle English","Indo-European"
"unlaw","Middle English","Indo-European"
"unlid","Indo-European","Indo-European"
"unlight","Middle English","Indo-European"
"unlike","Middle English","Indo-European"
"unlikely","Middle English","Indo-European"
"unlock","Middle English","Indo-European"
"unloose","Old Norse","Indo-European"
"unlove","Middle English","Indo-European"
"unlovely","Middle English","Indo-European"
"unlust","Middle English","Indo-European"
"unman","Dutch","Indo-European"
"unmannerly","Middle French","Indo-European"
"unmeet","Middle English","Indo-European"
"unmerry","Middle English","Indo-European"
"unmight","Middle English","Indo-European"
"unmighty","Middle English","Indo-European"
"unmount","Indo-European","Indo-European"
"unmovable","Indo-European","Indo-European"
"unmoveable","Indo-European","Indo-European"
"unnatural","Middle English","Indo-European"
"unnaturally","Middle English","Indo-European"
"unnaturalness","Middle English","Indo-European"
"unnoble","Middle English","Indo-European"
"unnobleness","Middle English","Indo-European"
"unnoteful","Middle English","Indo-European"
"Uno","Italian","Indo-European"
"uno flatu","Latin","Indo-European"
"unobtuse","Indo-European","Indo-European"
"unoccluded","Indo-European","Indo-European"
"unorn","Middle English","Indo-European"
"unpack","Middle English","Indo-European"
"unpainted","Middle English","Indo-European"
"unpay","Middle English","Indo-European"
"unperceivable","Indo-European","Indo-European"
"unperceivably","Indo-European","Indo-European"
"unperceived","Indo-European","Indo-European"
"unperceivedly","Indo-European","Indo-European"
"unperceiving","Indo-European","Indo-European"
"unpick","Middle English","Indo-European"
"unpleasant","Middle English","Indo-European"
"unpleasing","Middle English","Indo-European"
"unplight","Middle English","Indo-European"
"unpossible","Middle English","Indo-European"
"unprobably","Latin","Indo-European"
"unprudence","Middle English","Indo-European"
"unpurchased","Indo-European","Indo-European"
"unravel","Dutch","Indo-European"
"unready","Middle English","Indo-European"
"unreceived","Indo-European","Indo-European"
"unreeve","Middle English","Indo-European"
"unrepining","Indo-European","Indo-European"
"unrepiningly","Indo-European","Indo-European"
"unrest","Middle English","Indo-European"
"unright","Middle English","Indo-European"
"unrighteous","Indo-European","Indo-European"
"unrighteously","Indo-European","Indo-European"
"unrighteousness","Indo-European","Indo-European"
"unrightful","Indo-European","Indo-European"
"unripe","Middle English","Indo-European"
"unruly","Old Norse","Indo-European"
"unryu-gata","Japanese","Japonic"
"unsake","Middle English","Indo-European"
"unsappy","Middle English","Indo-European"
"unscholarliness","Indo-European","Indo-European"
"unscholarly","Indo-European","Indo-European"
"unscience","Middle English","Indo-European"
"unsearchable","Middle English","Indo-European"
"unseasonable","Middle English","Indo-European"
"unseeable","Middle English","Indo-European"
"unseel","Middle English","Indo-European"
"Unseelie","Scots","Indo-European"
"unseemly","Middle English","Indo-European"
"unseen","Middle English","Indo-European"
"unsense","German","Indo-European"
"unsensible","Middle English","Indo-European"
"unsensibly","Middle English","Indo-European"
"unsent","Middle English","Indo-European"
"unseparable","Middle English","Indo-European"
"Unserdeutsch","Unserdeutsch","Indo-European"
"unsevered","Middle English","Indo-European"
"unshod","Middle English","Indo-European"
"unshoe","Middle English","Indo-European"
"unsilly","Middle English","Indo-European"
"unsly","Middle English","Indo-European"
"unsnap","Dutch","Indo-European"
"unsober","Indo-European","Indo-European"
"unspeakable","Middle English","Indo-European"
"unsteady","Northern Frisian","Indo-European"
"unstill","Indo-European","Indo-European"
"unstop","Middle English","Indo-European"
"unstrength","Middle English","Indo-European"
"unsupportable","Middle English","Indo-European"
"unsupported","Middle English","Indo-European"
"Unsupported titles/Number sign","Latin","Indo-European"
"unsupposable","Middle English","Indo-European"
"unsupposed","Middle English","Indo-European"
"unsusceptible","Indo-European","Indo-European"
"unsweet","Middle English","Indo-European"
"unswell","Middle English","Indo-European"
"untact","Korean","Koreanic"
"untactful","Indo-European","Indo-European"
"untame","Middle English","Indo-European"
"untamed","Middle English","Indo-European"
"untenderly","Middle English","Indo-European"
"Untermensch","German","Indo-European"
"unthank","Middle English","Indo-European"
"unthankful","Middle English","Indo-European"
"unthankfully","Middle English","Indo-European"
"unthankfulness","Middle English","Indo-European"
"unthought","Middle English","Indo-European"
"unthrift","Middle English","Indo-European"
"unthrive","Middle English","Indo-European"
"untie","Middle English","Indo-European"
"until","Middle English","Indo-European"
"untime","Middle English","Indo-European"
"unto","Middle English","Indo-European"
"unto the ages of ages","Ancient North Greek","Indo-European"
"untold","Middle English","Indo-European"
"untorn","Middle English","Indo-European"
"untrammeled","Middle French","Indo-European"
"untrowable","Middle English","Indo-European"
"untrue","Middle English","Indo-European"
"untrust","Old Norse","Indo-European"
"unununium","Latin","Indo-European"
"unveil","Middle English","Indo-European"
"unveiled","Middle English","Indo-European"
"unverified","Indo-European","Indo-European"
"unwares","Middle English","Indo-European"
"unwary","Middle English","Indo-European"
"unwashed","Middle English","Indo-European"
"unwashen","Middle English","Indo-European"
"unwaste","Middle English","Indo-European"
"unwatery","Middle English","Indo-European"
"unweather","Middle English","Indo-European"
"unwhole","Middle English","Indo-European"
"unwholesome","Middle English","Indo-European"
"unwholesomely","Middle English","Indo-European"
"unwicked","Middle English","Indo-European"
"unwide","Middle English","Indo-European"
"unwielded","Middle English","Indo-European"
"unwieldy","Middle English","Indo-European"
"Unwin","Middle English","Indo-European"
"unwind","Middle English","Indo-European"
"unwisdom","Middle English","Indo-European"
"unwise","Middle English","Indo-European"
"unwisely","Middle English","Indo-European"
"unwitting","Middle English","Indo-European"
"unwitty","Middle English","Indo-European"
"unworked","Middle English","Indo-European"
"unworksome","German","Indo-European"
"unworship","Middle English","Indo-European"
"unworth","Middle English","Indo-European"
"unworthy","Middle English","Indo-European"
"unwrap","Middle English","Indo-European"
"unwritten","Middle English","Indo-European"
"unwrought","Middle English","Indo-European"
"unyago","Swahili","Atlantic-Congo"
"unyoke","Middle English","Indo-European"
"Unzent","French","Indo-European"
"unzoki","Japanese","Japonic"
"Unzueta","Basque","Basque"
"up","Middle English","Indo-European"
"up-","Middle English","Indo-European"
"up-pulled","Middle English","Indo-European"
"Up Helly Aa","Scots","Indo-European"
"up so down","Middle English","Indo-European"
"Upadhyay","Sanskrit","Indo-European"
"Upali","Sanskrit","Indo-European"
"upanayana","Sanskrit","Indo-European"
"Upanishad","Sanskrit","Indo-European"
"upas","Maay","Afro-Asiatic"
"upazila","Bengali","Indo-European"
"upbear","Middle English","Indo-European"
"upbearer","Middle English","Indo-European"
"upbearing","Middle English","Indo-European"
"upbend","Middle English","Indo-European"
"upblow","Middle English","Indo-European"
"upbraid","Middle English","Indo-European"
"upbring","Middle English","Indo-European"
"upbringing","Middle English","Indo-European"
"upcast","Middle English","Indo-European"
"upcaught","Indo-European","Indo-European"
"upcome","Germanic","Indo-European"
"upcountry","French","Indo-European"
"updraw","Middle English","Indo-European"
"upfill","Middle English","Indo-European"
"upgang","Middle English","Indo-European"
"upgive","German","Indo-European"
"upgoing","Middle English","Indo-European"
"upgrowing","Middle English","Indo-European"
"uphang","Middle English","Indo-European"
"uphaul","Middle English","Indo-European"
"upheap","Middle English","Indo-European"
"upheaping","Middle English","Indo-European"
"upheaval","Indo-European","Indo-European"
"upheave","Middle English","Indo-European"
"upheaver","Indo-European","Indo-European"
"uphold","Middle English","Indo-European"
"upholdster","Middle English","Indo-European"
"upholster","Middle English","Indo-European"
"upholsterer","Middle English","Indo-European"
"upland","Middle English","Indo-European"
"uplandish","Middle English","Indo-European"
"uplean","Indo-European","Indo-European"
"upleap","Middle English","Indo-European"
"uplook","Middle English","Indo-European"
"Upminster","Middle English","Indo-European"
"Upolu","Samoan","Austronesian"
"upon","Middle English","Indo-European"
"upon the tapis","French","Indo-European"
"Upper Franconian","German","Indo-European"
"Upper German","German","Indo-European"
"uppluck","Middle English","Indo-European"
"Uppsala","Old Norse","Indo-European"
"upreach","Middle English","Indo-European"
"uprear","Middle English","Indo-European"
"upride","Middle English","Indo-European"
"upright","Middle English","Indo-European"
"uprighteous","Indo-European","Indo-European"
"uprighteousness","Indo-European","Indo-European"
"uprise","Middle English","Indo-European"
"uprist","Middle English","Indo-European"
"uproar","German","Indo-European"
"uproll","Dutch","Indo-European"
"upsee","Dutch","Indo-European"
"upseek","Dutch","Indo-European"
"upsend","Middle English","Indo-European"
"upset","Middle English","Indo-European"
"upshift","Middle English","Indo-European"
"upside down","Middle English","Indo-European"
"upsilon","Ancient North Greek","Indo-European"
"upspring","Middle English","Indo-European"
"upstand","Middle English","Indo-European"
"upstart","Middle English","Indo-European"
"uptake","Middle English","Indo-European"
"upthrow","Middle English","Indo-European"
"upturn","Middle English","Indo-European"
"upturning","Middle English","Indo-European"
"upward","Middle English","Indo-European"
"upwards","Middle English","Indo-European"
"upwind","Middle English","Indo-European"
"Uqturpan","Central Uyghur","Turkic"
"ur-","Middle Low German","Indo-European"
"Ur","Sumerian","Sumerian"
"ur-continent","German","Indo-European"
"ur-ocean","German","Indo-European"
"ur-word","Dutch","Indo-European"
"urachus","Ancient North Greek","Indo-European"
"urad","Dravidian","Dravidian"
"urad dal","Hindi","Indo-European"
"Ural","Russian","Indo-European"
"uramaki","Japanese","Japonic"
"Urania","Ancient North Greek","Indo-European"
"Uranian","Latin","Indo-European"
"uraniscus","Ancient North Greek","Indo-European"
"uranism","German","Indo-European"
"uranium","Indo-European","Indo-European"
"urano-","Ancient North Greek","Indo-European"
"uranography","Ancient North Greek","Indo-European"
"uranopilite","Ancient North Greek","Indo-European"
"Uranus","Ancient North Greek","Indo-European"
"urao","Spanish","Indo-European"
"Urartu","Akkadian","Afro-Asiatic"
"Urawa","Japanese","Japonic"
"Urbach","German","Indo-European"
"urban","Latin","Indo-European"
"Urban","Latin","Indo-European"
"urban-rural gmina","Polish","Indo-European"
"urbane","Middle French","Indo-European"
"urbanity","Middle French","Indo-European"
"Urbanski","Polish","Indo-European"
"urbarium","German","Indo-European"
"urbicidal","Latin","Indo-European"
"Urbieta","Spanish","Indo-European"
"Urbina","Spanish","Indo-European"
"urbs","Latin","Indo-European"
"urceolarian","Tingal","Bookkeeping"
"urceolate","Latin","Indo-European"
"urceole","Latin","Indo-European"
"urceolus","Latin","Indo-European"
"urceus","Latin","Indo-European"
"Urchi","Central Uyghur","Turkic"
"urchin","Middle French","Indo-European"
"Urd","Old Norse","Indo-European"
"Urdaneta","Basque","Basque"
"urdé","French","Indo-European"
"Urdu","Old Persian","Bookkeeping"
"ure","Anglo-Norman","Indo-European"
"Ure","Indo-European","Indo-European"
"urea","French","Indo-European"
"uredo","Latin","Indo-European"
"ureilite","Russian","Indo-European"
"uremia","Ancient North Greek","Indo-European"
"Urena","Spanish","Indo-European"
"Urenda","Spanish","Indo-European"
"uresis","Ancient North Greek","Indo-European"
"Uresti","Spanish","Indo-European"
"Ureta","Spanish","Indo-European"
"ureter","Ancient North Greek","Indo-European"
"urethane","French","Indo-European"
"urethra","Ancient North Greek","Indo-European"
"urethralgia","Latin","Indo-European"
"urf","Arabic","Afro-Asiatic"
"urfa biber","Turkish","Turkic"
"Urfirnis","German","Indo-European"
"Urga","Mongolian","Mongolic-Khitan"
"urge","Latin","Indo-European"
"urgent","Latin","Indo-European"
"Urgiles","Spanish","Indo-European"
"urgrund","German","Indo-European"
"urheimat","German","Indo-European"
"Uri","Medieval Latin","Indo-European"
"Uriah","Here","Atlantic-Congo"
"uric","French","Indo-European"
"Uriel","Here","Atlantic-Congo"
"Urieta","Spanish","Indo-European"
"Urim and Thummim","Biblical Hebrew","Afro-Asiatic"
"urinal","Middle French","Indo-European"
"urinant","Latin","Indo-European"
"urinarium","Latin","Indo-European"
"urinate","Medieval Latin","Indo-European"
"urinator","Indo-European","Indo-European"
"urine","Middle French","Indo-European"
"Urioste","Spanish","Indo-European"
"Uriostegui","Spanish","Indo-European"
"urite","Ancient North Greek","Indo-European"
"Urius","Latin","Indo-European"
"Urizar","Spanish","Indo-European"
"urka","Russian","Indo-European"
"urlar","Scottish Gaelic","Indo-European"
"Urmila","Sanskrit","Indo-European"
"urn","Middle French","Indo-European"
"urna","Sanskrit","Indo-European"
"Urness","Norwegian","Indo-European"
"urnigerate","Latin","Indo-European"
"urning","Latin","Indo-European"
"uro","Japanese","Japonic"
"uro-","Ancient North Greek","Indo-European"
"urocanic","Latin","Indo-European"
"urocanic acid","Latin","Indo-European"
"urochordal","Tingal","Bookkeeping"
"urodelian","Tingal","Bookkeeping"
"urodelous","Tingal","Bookkeeping"
"uroglaucin","Latin","Indo-European"
"uropygium","Ancient North Greek","Indo-European"
"Urquidez","Spanish","Indo-European"
"Urquidi","Spanish","Indo-European"
"Urquilla","Spanish","Indo-European"
"Urquiza","Spanish","Indo-European"
"Urquizo","Spanish","Indo-European"
"Urrea","Spanish","Indo-European"
"Urrutia","Basque","Basque"
"urry","Uneme","Atlantic-Congo"
"Ursa Major","Latin","Indo-European"
"Urschleim","German","Indo-European"
"ursid","Tingal","Bookkeeping"
"Ursid","Latin","Indo-European"
"ursiform","Latin","Indo-European"
"ursine","Latin","Indo-European"
"Ursprache","German","Indo-European"
"urstromtal","German","Indo-European"
"Ursula","Latin","Indo-European"
"urticaceous","Tingal","Bookkeeping"
"urticaria","Old Latin","Indo-European"
"Urueta","Spanish","Indo-European"
"Uruguay","Gurani","Indo-European"
"uruisg","Scottish Gaelic","Indo-European"
"Uruk","Akkadian","Afro-Asiatic"
"urumi","Malayalam","Dravidian"
"Ürümqi","Central Uyghur","Turkic"
"urupa","Maori","Austronesian"
"urus","Latin","Indo-European"
"urushi","Japanese","Japonic"
"urushiol","Japanese","Japonic"
"urushiye","Japanese","Japonic"
"urut","Maay","Afro-Asiatic"
"Ury","Scottish Gaelic","Indo-European"
"Urzendowski","Polish","Indo-European"
"Urzua","Spanish","Indo-European"
"us","Indo-European","Indo-European"
"usable","Middle French","Indo-European"
"usage","Middle French","Indo-European"
"usager","French","Indo-European"
"Usakhelauri","Georgian","Kartvelian"
"Uscanga","Spanish","Indo-European"
"use","Middle French","Indo-European"
"used","Middle English","Indo-European"
"useless eater","German","Indo-European"
"user","Middle English","Indo-European"
"Usha","Sanskrit","Indo-European"
"ushanka","Russian","Indo-European"
"Ushas","Sanskrit","Indo-European"
"usher","Anglo-Norman","Indo-European"
"ushioni","Japanese","Japonic"
"ushiromotare","Japanese","Japonic"
"Ushkoff","Russian","Indo-European"
"ushkuinik","Russian","Indo-European"
"Ushuaia","Yámana","Yámana"
"usitative","Latin","Indo-European"
"Usk","Middle Welsh","Indo-European"
"Uskudar","Ottoman Turkish","Turkic"
"Usman","Arabic","Afro-Asiatic"
"Usmani","Urdu","Indo-European"
"usnea","Arabic","Afro-Asiatic"
"usque","Irish","Indo-European"
"usquebaugh","Irish","Indo-European"
"Ussing","Danish","Indo-European"
"Ust-Abakanskoye","Russian","Indo-European"
"Ust-Luga","Russian","Indo-European"
"ustad","Urdu","Indo-European"
"Ustashe","Croatian Sign Language","Sign Language"
"ustav","Church Slavic","Indo-European"
"ustilaginomycotinous","Tingal","Bookkeeping"
"ustion","Latin","Indo-European"
"ustorious","Latin","Indo-European"
"ustrinum","Latin","Indo-European"
"ustulate","Latin","Indo-European"
"ustulation","Latin","Indo-European"
"Usu","Central Uyghur","Turkic"
"usual","Middle French","Indo-European"
"usually","Middle English","Indo-European"
"usuba bocho","Japanese","Japonic"
"usucapion","Latin","Indo-European"
"usucaption","Latin","Indo-European"
"usufruct","Latin","Indo-European"
"usufructuary","Late Latin","Indo-European"
"Usupashvili","Georgian","Kartvelian"
"usurary","Latin","Indo-European"
"usure","French","Indo-European"
"usurer","Middle French","Indo-European"
"usurp","Middle French","Indo-European"
"usurpant","Latin","Indo-European"
"usurpation","Middle French","Indo-European"
"usurpatrix","Latin","Indo-European"
"usurper","Latin","Indo-European"
"usury","Latin","Indo-European"
"ut","Latin","Indo-European"
"uta","Japanese","Japonic"
"uta monogatari","Japanese","Japonic"
"Utada","Japanese","Japonic"
"Utah","Ute","Uto-Aztecan"
"utamaroho","Swahili","Atlantic-Congo"
"utamawazo","Swahili","Atlantic-Congo"
"utchari","Japanese","Japonic"
"utchy","Middle English","Indo-European"
"utensil","Middle French","Indo-European"
"uterine","Latin","Indo-European"
"uterus","Latin","Indo-European"
"Uthai Thani","Thai","Tai-Kadai"
"uthappam","Tamil","Dravidian"
"Uther","Welsh","Indo-European"
"Uthman","Arabic","Afro-Asiatic"
"Utica","Phoenician","Afro-Asiatic"
"Utik","Western Armenian","Indo-European"
"utile","Middle French","Indo-European"
"utilisation","French","Indo-European"
"utilise","French","Indo-European"
"utility","Middle French","Indo-European"
"utilization","French","Indo-European"
"utilize","Italian","Indo-European"
"utinam","Latin","Indo-European"
"utkatasana","Sanskrit","Indo-European"
"utmost","Indo-European","Indo-European"
"utopia","Old Latin","Indo-European"
"Utraquism","Latin","Indo-European"
"Utrecht","Dutch","Indo-European"
"utricle","French","Indo-European"
"utriculoid","Latin","Indo-European"
"utriform","Latin","Indo-European"
"Utsunomiya","Japanese","Japonic"
"uttanasana","Sanskrit","Indo-European"
"Uttar Pradesh","Hindi","Indo-European"
"Uttara Kannada","Kannada","Dravidian"
"Uttaradit","Thai","Tai-Kadai"
"utter","Middle Dutch","Indo-European"
"utterance","Middle French","Indo-European"
"uttermost","Middle English","Indo-European"
"utu","Maori","Austronesian"
"Utu","Sumerian","Sumerian"
"utz","German","Indo-European"
"uva","Latin","Indo-European"
"uva ursi","Latin","Indo-European"
"uvate","Latin","Indo-European"
"uvea","Latin","Indo-European"
"uveous","Latin","Indo-European"
"uvic","Latin","Indo-European"
"Uvs Lake","Mongolian","Mongolic-Khitan"
"uvula","Late Latin","Indo-European"
"uwabaki","Japanese","Japonic"
"Uwais","Arabic","Afro-Asiatic"
"uwatedashinage","Japanese","Japonic"
"uwatehineri","Japanese","Japonic"
"uwatenage","Japanese","Japonic"
"uxorial","Latin","Indo-European"
"uxoricide","Latin","Indo-European"
"uxorilocal","Latin","Indo-European"
"uxorious","Latin","Indo-European"
"uxorophobia","Latin","Indo-European"
"Uyehara","Japanese","Japonic"
"uyezd","Russian","Indo-European"
"Uyghur","Central Uyghur","Turkic"
"Uyghuristan","Central Uyghur","Turkic"
"Uyghurjin","Mongolian","Mongolic-Khitan"
"Uz","Here","Atlantic-Congo"
"Uzbek","Russian","Indo-European"
"Uzbekistan","Old Persian","Bookkeeping"
"Uzh","Slavic","Indo-European"
"Uzhhorod","Ukrainian","Indo-European"
"Uzziel","Here","Atlantic-Congo"
"v","Middle English","Indo-European"
"V-2","German","Indo-European"
"V-form","Latin","Indo-European"
"v.","Latin","Indo-European"
"v.g.","Latin","Indo-European"
"va fangool","Italian","Indo-European"
"vaagmer","Icelandic","Indo-European"
"vaaljapie","Dutch","Indo-European"
"vacant","Middle French","Indo-European"
"Vacanti","Italian","Indo-European"
"vacate","Latin","Indo-European"
"vacation","Anglo-Norman","Indo-European"
"vacatur","Latin","Indo-European"
"Vaccaro","Italian","Indo-European"
"vaccenic","Latin","Indo-European"
"vacci-","Latin","Indo-European"
"vaccicide","French","Indo-European"
"vaccimulgence","Indo-European","Indo-European"
"vaccination","Latin","Indo-European"
"vaccine","Latin","Indo-European"
"Vaccine Revolt","Portuguese","Indo-European"
"vaccinia","Latin","Indo-European"
"vacciolous","Latin","Indo-European"
"Vacek","Czech","Indo-European"
"vacher","French","Indo-European"
"vacherin","French","Indo-European"
"vachery","French","Indo-European"
"vachette","French","Indo-European"
"Vachon","French","Indo-European"
"vacillant","Latin","Indo-European"
"vacillate","Latin","Indo-European"
"vacivity","Latin","Indo-European"
"vacuist","French","Indo-European"
"vacuitous","Latin","Indo-European"
"vacuity","Latin","Indo-European"
"vacuole","French","Indo-European"
"vacuous","Latin","Indo-European"
"vacuum","Latin","Indo-European"
"vacuüm","Dutch","Indo-European"
"vada","Italian","Indo-European"
"vada pav","Marathi","Indo-European"
"Vadakku Ammapattinam","Tamil","Dravidian"
"Vadala","Italian","Indo-European"
"vade mecum","Latin","Indo-European"
"Vadim","Russian","Indo-European"
"vadimonium","Latin","Indo-European"
"vadimony","Latin","Indo-European"
"vadium","Old Frankish","Indo-European"
"vadose","Latin","Indo-European"
"Vadym","Ukrainian","Indo-European"
"Vaeth","German","Indo-European"
"vafrous","Latin","Indo-European"
"vagabond","Middle French","Indo-European"
"vagabondage","French","Indo-European"
"vagancy","Latin","Indo-European"
"vagarist","Latin","Indo-European"
"vagary","Latin","Indo-European"
"vagient","Latin","Indo-European"
"vagile","Latin","Indo-European"
"vagina","Latin","Indo-European"
"vagina dentata","Latin","Indo-European"
"vaginæ","Latin","Indo-European"
"vaginal","Old Latin","Indo-European"
"vaginant","French","Indo-European"
"vagino-","Latin","Indo-European"
"vaginula","Latin","Indo-European"
"vagitus","Latin","Indo-European"
"vagous","Latin","Indo-European"
"vagrant","Anglo-Norman","Indo-European"
"vague","Middle French","Indo-European"
"vagus","Latin","Indo-European"
"vagus nerve","Old Latin","Indo-European"
"Váh","Slovak","Indo-European"
"Vahag","Western Armenian","Indo-European"
"Vahagn","Western Armenian","Indo-European"
"Vahan","Western Armenian","Indo-European"
"vahine","Tahitian","Austronesian"
"vaidya","Sanskrit","Indo-European"
"Vaidya","Marathi","Indo-European"
"Vaidyanatha","Sanskrit","Indo-European"
"Vaikuntha","Sanskrit","Indo-European"
"vail","Middle French","Indo-European"
"Vaillancourt","French","Indo-European"
"vain","Middle French","Indo-European"
"vainglorious","Middle French","Indo-European"
"vainglory","Middle French","Indo-European"
"vair","Middle French","Indo-European"
"Vairocana","Sanskrit","Indo-European"
"Vaisakha","Sanskrit","Indo-European"
"Vaishampayan","Hindi","Indo-European"
"Vaishya","Sanskrit","Indo-European"
"Vaisnavara","Sanskrit","Indo-European"
"Vaisravana","Sanskrit","Indo-European"
"vajra","Sanskrit","Indo-European"
"Vajrapāṇi","Sanskrit","Indo-European"
"Vajrapāramitā","Sanskrit","Indo-European"
"Vajraratna","Sanskrit","Indo-European"
"vajrasana","Sanskrit","Indo-European"
"Vajrasattva","Sanskrit","Indo-European"
"Vajratīkṣṇa","Sanskrit","Indo-European"
"Vajrayana","Sanskrit","Indo-European"
"vakeel","Urdu","Indo-European"
"vakil","Arabic","Afro-Asiatic"
"Val-d'Or","French","Indo-European"
"Val Marie","French","Indo-European"
"Valade","French","Indo-European"
"Valadez","Spanish","Indo-European"
"Valais","French","Indo-European"
"valance","Anglo-Norman","Indo-European"
"Valasek","Czech","Indo-European"
"Valderrama","Spanish","Indo-European"
"Valdes","Spanish","Indo-European"
"Valdespino","Spanish","Indo-European"
"Valdez","Asturian","Indo-European"
"vale","Middle French","Indo-European"
"vale of tears","Here","Atlantic-Congo"
"valediction","Latin","Indo-European"
"valedictorian","Indo-European","Indo-European"
"valedictory","Latin","Indo-European"
"valence","Latin","Indo-European"
"Valencia","Latin","Indo-European"
"Valenciano","Spanish","Indo-European"
"valency","Late Latin","Indo-European"
"valenki","Russian","Indo-European"
"valenok","Russian","Indo-European"
"Valens","Latin","Indo-European"
"Valenti","Italian","Indo-European"
"Valentine","Latin","Indo-European"
"Valentinian","Latin","Indo-European"
"valeology","Latin","Indo-European"
"Valeria","Latin","Indo-European"
"valerian","Middle French","Indo-European"
"Valerian","Latin","Indo-European"
"valerianaceous","Tingal","Bookkeeping"
"Valerie","Latin","Indo-European"
"Valerius","Latin","Indo-European"
"valet","Late Latin","Indo-European"
"valet-de-chambre","French","Indo-European"
"valetudinarian","Latin","Indo-European"
"Valgrind","Old Norse","Indo-European"
"valgus","Latin","Indo-European"
"Valhalla","Old Norse","Indo-European"
"vali","Turkish","Turkic"
"valiance","Anglo-Norman","Indo-European"
"valiant","Anglo-Norman","Indo-European"
"valid","Latin","Indo-European"
"validation","Middle French","Indo-European"
"validity","Late Latin","Indo-European"
"valiha","Malanga","Maban"
"valinch","French","Indo-European"
"Valiquette","French","Indo-European"
"valise","French","Indo-European"
"Valko","Ukrainian","Indo-European"
"valkyrie","Germanic","Indo-European"
"vallar","Latin","Indo-European"
